ledger_id,merchant_id,entry_sequence,timestamp,lifecycle_stage,event_type,payment_id,settlement_id,account_debited,account_credited,amount_inr,currency,balance_pending_settlement,balance_available_for_payout,balance_in_transit,balance_settled_cumulative,description
rled_0019161,acc_d2c__00905,22,2026-06-26T10:10:44Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260626_d2c__0048620,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,43773.48,INR,2098.23,64430.49,0.0,495988.14,Bank credit verified via RBI UTR confirmation
rled_0019162,acc_quic_00190,17,2026-05-21T11:05:10Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00038577,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,907.77,INR,907.77,43036.85,57947.1,165754.71,Gross customer payment captured via UPI/RuPay for pay_00038577
rled_0019163,acc_d2c__00940,16,2026-08-08T11:40:03Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00018940,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,131.05,INR,9945.04,43871.19,0.0,184737.73,MDR processing fee and 18% GST assessed on pay_00018940
rled_0019164,acc_b2b__00819,24,2026-07-08T21:48:04Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00044174,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,48.33,INR,1392.41,65761.05,44817.54,165496.72,MDR processing fee and 18% GST assessed on pay_00044174
rled_0019165,acc_edte_00018,20,2026-08-01T12:22:39Z,DISPUTE,CHARGEBACK_DEBIT_AND_FEE,pay_00041281,,MERCHANT_AVAILABLE_FOR_PAYOUT,DISPUTE_SUSPENSE_ESCROW,3132.59,INR,9335.23,73051.37,0.0,523941.69,RBI chargeback formal claim and ₹500 dispute fee debited on pay_00041281
rled_0019166,acc_quic_00640,17,2026-03-21T17:24:01Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00018845,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,141.51,INR,-280.06,71326.81,21340.81,249050.68,Customer return / partial refund clawback applied on pay_00018845
rled_0019167,acc_quic_00447,20,2026-08-13T16:00:50Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00005328,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,179.01,INR,22424.52,0.0,0.0,236855.7,MDR processing fee and 18% GST assessed on pay_00005328
rled_0019168,acc_quic_00951,20,2026-06-27T05:57:55Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260627_quic_0005575,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,22074.44,INR,11959.86,11531.5,0.0,331399.86,Bank credit verified via RBI UTR confirmation
rled_0019169,acc_d2c__00517,16,2026-03-03T02:21:42Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260303_d2c__0028044,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,34107.46,INR,0.0,59300.09,629.74,252513.67,Cutoff batch setl_20260303_d2c__0028044 cleared funds to available merchant balance
rled_0019170,acc_kira_00974,17,2026-06-18T01:43:31Z,RECOVERY,NEGATIVE_BALANCE_NACH_RECOVERY,,,MERCHANT_NACH_AUTO_DEBIT,MERCHANT_AVAILABLE_FOR_PAYOUT,4340.98,INR,0.0,155756.31,0.0,383496.65,e-NACH auto-debit recovery executed to clear negative merchant deficit
rled_0019171,acc_edte_00800,19,2026-03-25T22:28:18Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00006758,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,77.21,INR,0.0,123924.97,41874.72,462313.42,MDR processing fee and 18% GST assessed on pay_00006758
rled_0019172,acc_gami_00132,17,2026-03-27T07:42:13Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260327_gami_0019557,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,26433.26,INR,0.0,135133.65,14195.15,269972.08,Cutoff batch setl_20260327_gami_0019557 cleared funds to available merchant balance
rled_0019173,acc_d2c__00160,15,2026-03-04T07:06:22Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260304_d2c__0006190,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,25969.84,INR,10139.4,52412.71,25969.84,435275.0,Nodal transfer dispatched via NEFT/RTGS to State Bank of India
rled_0019174,acc_kira_00234,23,2026-08-11T12:09:03Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260811_kira_0040987,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,31327.94,INR,0.0,59131.01,58830.87,144494.68,Cutoff batch setl_20260811_kira_0040987 cleared funds to available merchant balance
rled_0019175,acc_quic_00335,24,2026-05-18T17:43:22Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260518_quic_0001536,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,16183.43,INR,0.0,16183.43,147898.24,333287.72,Cutoff batch setl_20260518_quic_0001536 cleared funds to available merchant balance
rled_0019176,acc_kira_00996,23,2026-07-30T06:50:48Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00021013,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,60.08,INR,2006.88,33507.47,17714.7,135593.12,MDR processing fee and 18% GST assessed on pay_00021013
rled_0019177,acc_d2c__00936,23,2026-07-14T14:47:57Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00011136,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,5.69,INR,0.0,88197.87,18321.3,247609.5,MDR processing fee and 18% GST assessed on pay_00011136
rled_0019178,acc_quic_00733,25,2026-07-07T20:12:07Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00047876,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,838.91,INR,1612.98,3222.47,101325.69,310953.1,Customer return / partial refund clawback applied on pay_00047876
rled_0019179,acc_quic_00865,19,2026-05-09T07:47:12Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00000087,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,118.45,INR,5723.18,54167.73,2903.49,261370.21,Customer return / partial refund clawback applied on pay_00000087
rled_0019180,acc_d2c__00703,25,2026-03-23T15:50:06Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00008998,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,687.59,INR,687.59,87764.35,138463.94,260684.08,Gross customer payment captured via UPI/RuPay for pay_00008998
rled_0019181,acc_d2c__00533,18,2026-06-30T05:49:53Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00048224,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,36.69,INR,4353.78,10128.8,9020.02,153935.45,MDR processing fee and 18% GST assessed on pay_00048224
rled_0019182,acc_d2c__00518,21,2026-05-25T08:35:42Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00035874,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,61.91,INR,6560.55,39523.72,0.0,554890.56,MDR processing fee and 18% GST assessed on pay_00035874
rled_0019183,acc_d2c__00742,16,2026-04-02T13:01:57Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00031802,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,1672.98,INR,-1672.98,57917.12,83154.19,396610.84,Customer return / partial refund clawback applied on pay_00031802
rled_0019184,acc_d2c__00070,25,2026-07-04T17:15:08Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260704_d2c__0045948,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,33584.72,INR,0.0,33250.42,65971.45,343743.88,Nodal transfer dispatched via NEFT/RTGS to ICICI Bank
rled_0019185,acc_d2c__00264,19,2026-06-27T19:41:01Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00039800,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,162.66,INR,3180.14,110922.54,31323.52,403968.59,MDR processing fee and 18% GST assessed on pay_00039800
rled_0019186,acc_kira_00053,23,2026-04-20T04:54:04Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00005499,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3845.67,INR,3845.67,12823.27,159084.81,484142.04,Gross customer payment captured via UPI/RuPay for pay_00005499
rled_0019187,acc_quic_00051,15,2026-04-06T19:24:01Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00027791,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,61.78,INR,16946.75,5540.26,62857.55,436685.52,MDR processing fee and 18% GST assessed on pay_00027791
rled_0019188,acc_d2c__00546,25,2026-03-23T16:50:17Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00042234,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2670.89,INR,2670.89,1336.08,40088.22,267391.05,Gross customer payment captured via UPI/RuPay for pay_00042234
rled_0019189,acc_edte_00018,21,2026-05-19T03:56:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00037591,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3053.29,INR,12388.52,73051.37,0.0,523941.69,Gross customer payment captured via UPI/RuPay for pay_00037591
rled_0019190,acc_d2c__00554,20,2026-05-25T16:18:10Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260525_d2c__0040134,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,9552.25,INR,1265.62,37984.7,24123.4,397924.74,Bank credit verified via RBI UTR confirmation
rled_0019191,acc_b2b__00424,19,2026-03-02T15:51:58Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260302_b2b__0041661,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,30618.51,INR,0.03,0.0,40169.87,454373.55,Nodal transfer dispatched via NEFT/RTGS to State Bank of India
rled_0019192,acc_d2c__00532,20,2026-06-17T10:20:35Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00021191,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,43.37,INR,837.09,56140.94,90209.7,231133.97,MDR processing fee and 18% GST assessed on pay_00021191
rled_0019193,acc_kira_00580,20,2026-08-13T18:50:28Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260813_kira_0036318,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,32032.69,INR,7619.58,0.0,32032.69,558250.17,Nodal transfer dispatched via NEFT/RTGS to Punjab National Bank
rled_0019194,acc_gami_00050,12,2026-08-09T22:08:58Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00045269,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,142.82,INR,10040.05,25062.9,22722.38,420698.08,MDR processing fee and 18% GST assessed on pay_00045269
rled_0019195,acc_b2b__00261,22,2026-03-06T08:32:26Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00017364,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,127.1,INR,5290.51,43803.27,26726.89,544853.88,MDR processing fee and 18% GST assessed on pay_00017364
rled_0019196,acc_edte_00856,21,2026-06-29T16:25:32Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260629_edte_0038816,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,41114.3,INR,0.0,168450.28,3812.43,476914.66,Cutoff batch setl_20260629_edte_0038816 cleared funds to available merchant balance
rled_0019197,acc_d2c__00299,19,2026-05-09T12:38:02Z,SETTLEMENT_BATCH,ROLLING_RISK_RESERVE_WITHHELD,,,MERCHANT_PENDING_SETTLEMENT,MERCHANT_ROLLING_RESERVE_ESCROW,1932.35,INR,0.0,45874.4,20235.07,294348.18,10% rolling risk reserve withheld for 180 days (fantasy gaming segment)
rled_0019198,acc_b2b__00413,21,2026-05-17T15:42:31Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00030114,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4172.94,INR,5734.58,39622.16,0.0,552955.11,Gross customer payment captured via UPI/RuPay for pay_00030114
rled_0019199,acc_edte_00087,24,2026-07-10T06:04:13Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260710_edte_0003396,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,5358.0,INR,0.0,57941.13,78771.41,261355.14,Nodal transfer dispatched via NEFT/RTGS to Kotak Mahindra Bank
rled_0019200,acc_edte_00711,18,2026-08-10T06:27:29Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00027088,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,45.79,INR,1931.38,180032.97,0.0,405439.48,MDR processing fee and 18% GST assessed on pay_00027088
rled_0019201,acc_d2c__00463,23,2026-05-11T18:30:02Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260511_d2c__0037273,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,24079.34,INR,0.0,50373.45,59528.17,272335.91,Cutoff batch setl_20260511_d2c__0037273 cleared funds to available merchant balance
rled_0019202,acc_d2c__00809,13,2026-06-23T22:24:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00038562,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3135.57,INR,18144.24,0.0,45782.83,371847.69,Gross customer payment captured via UPI/RuPay for pay_00038562
rled_0019203,acc_gami_00947,24,2026-08-18T03:06:01Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00001742,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2794.19,INR,5197.06,101368.39,56299.87,179622.3,Gross customer payment captured via UPI/RuPay for pay_00001742
rled_0019204,acc_gami_00212,23,2026-06-04T14:06:36Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0382,INR,6216.6,0.0,40051.27,221365.01,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0019205,acc_d2c__00077,21,2026-04-14T16:23:21Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00037029,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4157.49,INR,2957.7,52174.0,0.0,596051.04,Gross customer payment captured via UPI/RuPay for pay_00037029
rled_0019206,acc_quic_00118,23,2026-06-18T14:55:54Z,PAYOUT,FAILED_NODAL_TRANSFER_BOUNCE,,setl_20260618_quic_0028147,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_AVAILABLE_FOR_PAYOUT,12204.49,INR,2816.28,12204.49,127254.56,464371.65,Nodal transfer bounced by beneficiary bank (Penny-drop IFSC mismatch)
rled_0019207,acc_quic_00089,26,2026-04-07T05:34:49Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260407_quic_0006184,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,42679.61,INR,-347.52,171888.5,0.0,423436.69,Bank credit verified via RBI UTR confirmation
rled_0019208,acc_d2c__00601,21,2026-08-27T11:20:47Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0636,INR,0.06,154679.05,0.0,318555.52,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0019209,acc_d2c__00731,23,2026-06-08T23:29:39Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260608_d2c__0030216,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,20925.12,INR,5723.12,69031.47,0.0,358860.71,Bank credit verified via RBI UTR confirmation
rled_0019210,acc_kira_00366,23,2026-03-11T16:09:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00027822,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4069.91,INR,4069.91,16536.9,89774.23,411349.91,Gross customer payment captured via UPI/RuPay for pay_00027822
rled_0019211,acc_d2c__00548,16,2026-06-12T08:33:35Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00031610,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,120.12,INR,2732.38,0.0,103961.72,442565.19,MDR processing fee and 18% GST assessed on pay_00031610
rled_0019212,acc_quic_00438,21,2026-06-28T05:58:17Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260628_quic_0025987,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,27005.71,INR,0.0,104257.63,4441.75,445069.02,Cutoff batch setl_20260628_quic_0025987 cleared funds to available merchant balance
rled_0019213,acc_b2b__00245,27,2026-08-23T03:07:37Z,PAYOUT,FAILED_NODAL_TRANSFER_BOUNCE,,setl_20260823_b2b__0005936,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_AVAILABLE_FOR_PAYOUT,12467.87,INR,4351.44,139989.83,0.0,245174.93,Nodal transfer bounced by beneficiary bank (Penny-drop IFSC mismatch)
rled_0019214,acc_d2c__00758,13,2026-07-13T03:38:55Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00020384,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,141.52,INR,22112.48,3052.81,19489.19,377309.63,MDR processing fee and 18% GST assessed on pay_00020384
rled_0019215,acc_b2b__00583,18,2026-04-09T02:19:10Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260409_b2b__0017913,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,28657.84,INR,0.0,47468.91,103690.72,64600.56,Nodal transfer dispatched via NEFT/RTGS to ICICI Bank
rled_0019216,acc_b2b__00557,21,2026-07-15T10:11:31Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00045269,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3386.9,INR,3386.9,45113.04,33999.62,186462.55,Gross customer payment captured via UPI/RuPay for pay_00045269
rled_0019217,acc_d2c__00618,18,2026-05-23T05:39:45Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00004235,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,1649.19,INR,7101.62,0.0,94855.92,238338.76,Customer return / partial refund clawback applied on pay_00004235
rled_0019218,acc_d2c__00195,18,2026-07-08T21:48:13Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00016606,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1191.81,INR,1191.81,83630.45,0.0,268825.71,Gross customer payment captured via UPI/RuPay for pay_00016606
rled_0019219,acc_edte_00859,15,2026-03-08T08:13:27Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00018234,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,138.99,INR,15077.15,-1254.66,0.0,424973.2,MDR processing fee and 18% GST assessed on pay_00018234
rled_0019220,acc_d2c__00322,17,2026-07-14T14:28:15Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00033589,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,152.41,INR,6820.47,11903.78,0.0,434598.76,MDR processing fee and 18% GST assessed on pay_00033589
rled_0019221,acc_quic_00603,21,2026-07-05T21:42:26Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00001430,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,791.56,INR,2438.41,9073.33,77951.21,543525.92,Gross customer payment captured via UPI/RuPay for pay_00001430
rled_0019222,acc_quic_00093,14,2026-07-26T12:39:30Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260726_quic_0006700,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,19044.23,INR,0.0,58546.67,21198.79,289715.5,Cutoff batch setl_20260726_quic_0006700 cleared funds to available merchant balance
rled_0019223,acc_quic_00203,16,2026-05-05T06:35:20Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00021798,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,169.92,INR,169.92,99464.47,0.0,494903.07,Gross customer payment captured via UPI/RuPay for pay_00021798
rled_0019224,acc_b2b__00003,19,2026-04-05T09:59:18Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260405_b2b__0008819,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,36319.85,INR,8745.14,0.0,10842.88,383502.4,Bank credit verified via RBI UTR confirmation
rled_0019225,acc_quic_00395,16,2026-05-26T14:20:11Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00034900,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1188.75,INR,1188.75,117967.22,0.0,317525.85,Gross customer payment captured via UPI/RuPay for pay_00034900
rled_0019226,acc_quic_00334,24,2026-04-21T00:56:58Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00014785,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,167.6,INR,2673.04,56233.93,79458.8,412189.93,MDR processing fee and 18% GST assessed on pay_00014785
rled_0019227,acc_quic_00452,19,2026-06-14T17:13:18Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00020574,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2710.66,INR,8119.68,47761.4,0.0,607490.52,Gross customer payment captured via UPI/RuPay for pay_00020574
rled_0019228,acc_edte_00573,18,2026-08-26T07:23:24Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00026400,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,2408.16,INR,1803.81,25572.82,0.0,412646.31,Customer return / partial refund clawback applied on pay_00026400
rled_0019229,acc_d2c__00337,21,2026-03-06T05:07:15Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260306_d2c__0046089,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,9440.81,INR,3854.06,54500.12,69954.82,302348.25,Nodal transfer dispatched via NEFT/RTGS to ICICI Bank
rled_0019230,acc_quic_00020,27,2026-05-30T19:07:03Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00020719,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3202.18,INR,3202.18,51570.15,103596.74,79887.85,Gross customer payment captured via UPI/RuPay for pay_00020719
rled_0019231,acc_d2c__00779,29,2026-03-09T14:43:16Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00035214,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,169.28,INR,11653.74,13049.88,17293.8,262968.77,MDR processing fee and 18% GST assessed on pay_00035214
rled_0019232,acc_d2c__00669,23,2026-08-16T23:26:53Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260816_d2c__0002807,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,25672.25,INR,0.0,104975.89,111969.44,489656.18,Cutoff batch setl_20260816_d2c__0002807 cleared funds to available merchant balance
rled_0019233,acc_quic_00200,16,2026-05-08T07:40:02Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0303,INR,271.0,64071.38,32448.74,89438.13,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0019234,acc_edte_00034,21,2026-07-05T21:56:27Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260705_edte_0014110,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,42043.02,INR,0.0,58279.22,34505.77,292694.12,Cutoff batch setl_20260705_edte_0014110 cleared funds to available merchant balance
rled_0019235,acc_d2c__00250,15,2026-04-08T21:54:21Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260408_d2c__0034794,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,39979.26,INR,0.0,36368.11,0.0,322972.73,Bank credit verified via RBI UTR confirmation
rled_0019236,acc_quic_00438,22,2026-04-10T21:10:38Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00004103,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,2051.35,INR,-2051.35,104257.63,4441.75,445069.02,Customer return / partial refund clawback applied on pay_00004103
rled_0019237,acc_b2b__00432,26,2026-07-09T03:50:49Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260709_b2b__0033321,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,42946.94,INR,0.0,262.75,81456.68,586283.62,Nodal transfer dispatched via NEFT/RTGS to Punjab National Bank
rled_0019238,acc_quic_00876,23,2026-06-09T23:24:30Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260609_quic_0028571,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,15353.67,INR,12245.93,61819.41,15353.67,422348.52,Nodal transfer dispatched via NEFT/RTGS to Punjab National Bank
rled_0019239,acc_d2c__00511,18,2026-04-05T02:49:23Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260405_d2c__0046762,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,24351.04,INR,0.0,87808.24,30487.16,69711.74,Cutoff batch setl_20260405_d2c__0046762 cleared funds to available merchant balance
rled_0019240,acc_d2c__00047,16,2026-04-14T10:10:02Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0174,INR,0.02,65187.64,24515.19,74197.64,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0019241,acc_kira_00811,14,2026-03-13T22:12:06Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260313_kira_0044318,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,23291.22,INR,0.0,30969.0,23291.22,221538.99,Nodal transfer dispatched via NEFT/RTGS to ICICI Bank
