payment_id,merchant_id,order_id,entity,amount_inr,currency,status,method,method_subtype,upi_rrn_or_arn,vpa,bank_code,wallet_provider,sub_paisa_mdr_fee,base_fee_inr,gst_tax_18pct_inr,net_amount_inr,error_code,error_description,created_at,captured_at,settlement_id,settlement_status
pay_0003090215,acc_gami_00075,order_gam_337747,payment,970.7,INR,captured,upi,upi_intent,26123409356,user921@ibl,,,29.121,29.12,5.24,936.34,,,2026-05-03T05:51:54Z,2026-05-03T05:52:23Z,setl_20260303_d2c__0019009,settled
pay_0003090330,acc_edte_00022,order_edt_471263,payment,17227.67,INR,captured,upi,upi_intent,26140600814,user236@ibl,,,379.0087,379.01,68.22,16780.44,,,2026-05-20T15:06:05Z,2026-05-20T15:06:16Z,setl_20260729_b2b__0036212,settled
pay_0003090447,acc_d2c__00195,order_d2c_160312,payment,-2627.61,INR,refunded,wallet,wallet_paytm,WAL_TXN_38612422,,,paytm,0.0,0.0,0.0,-2627.61,,,2026-08-26T09:06:30Z,2026-08-26T09:06:32Z,setl_20260720_d2c__0001336,settled_refund
pay_0003090579,acc_kira_00150,order_kir_856662,payment,850.27,INR,captured,upi,upi_collect,26172147276,user648@okicici,,,6.8022,6.8,1.22,842.25,,,2026-06-21T15:37:49Z,2026-06-21T15:38:00Z,setl_20260520_kira_0042009,settled
pay_0003090667,acc_quic_00090,order_qui_556987,payment,299.49,INR,captured,upi,upi_intent,26211298830,user678@upi,,,3.5939,3.59,0.65,295.25,,,2026-07-30T00:49:35Z,2026-07-30T00:50:15Z,setl_20260323_d2c__0019870,settled
pay_0003090778,acc_d2c__00558,order_d2c_522404,payment,-777.31,INR,refunded,card,rupay_debit,24445066328933957960220,,KKBK,,0.0,0.0,0.0,-777.31,,,2026-05-03T01:16:14Z,2026-05-03T01:16:16Z,setl_20260731_quic_0012745,settled_refund
pay_0003090848,acc_quic_00310,order_qui_970824,payment,-547.75,INR,refunded,upi,upi_intent,26182381318,user938@okicici,,,0.0,0.0,0.0,-547.75,,,2026-07-01T09:42:54Z,2026-07-01T09:42:56Z,setl_20260819_quic_0024010,settled_refund
pay_0003090911,acc_edte_00774,order_edt_535197,payment,4953.4,INR,captured,card,mastercard_credit,24445064397420467591431,,SBIN,,108.9748,108.97,19.61,4824.82,,,2026-03-19T22:10:54Z,2026-03-19T22:11:24Z,setl_20260331_quic_0039588,settled
pay_0003091056,acc_quic_00286,order_qui_641222,payment,412.45,INR,captured,upi,upi_intent,26120382392,user401@ybl,,,4.9494,4.95,0.89,406.61,,,2026-04-30T17:17:11Z,2026-04-30T17:17:39Z,setl_20260627_quic_0004435,settled
pay_0003091139,acc_quic_00331,order_qui_972103,payment,576.13,INR,captured,upi,upi_intent,26217637732,user716@okaxis,,,6.9136,6.91,1.24,567.98,,,2026-08-05T18:38:59Z,2026-08-05T18:39:21Z,setl_20260803_d2c__0009232,settled
pay_0003091268,acc_b2b__00261,order_b2b_761831,payment,69506.57,INR,captured,upi,upi_intent,26192906466,user271@ibl,,,1042.5986,1042.6,187.67,68276.3,,,2026-07-11T19:21:21Z,2026-07-11T19:21:28Z,setl_20260327_kira_0024142,settled
pay_0003091363,acc_quic_00248,order_qui_224189,payment,338.6,INR,captured,card,rupay_debit,24445061948481891567612,,ICIC,,4.0632,4.06,0.73,333.81,,,2026-05-10T00:57:48Z,2026-05-10T00:58:06Z,setl_20260521_d2c__0014291,settled
pay_0003091497,acc_quic_00924,order_qui_882105,payment,586.01,INR,captured,card,rupay_debit,24445065099407588900833,,SBIN,,7.0321,7.03,1.27,577.71,,,2026-07-24T01:44:21Z,2026-07-24T01:44:46Z,setl_20260503_d2c__0038533,settled
pay_0003091579,acc_quic_00131,order_qui_773153,payment,661.42,INR,captured,upi,upi_intent,26178104866,user218@ybl,,,7.937,7.94,1.43,652.05,,,2026-06-27T08:16:02Z,2026-06-27T08:16:38Z,setl_20260315_kira_0000367,settled
pay_0003091613,acc_d2c__00009,order_d2c_553221,payment,1587.92,INR,captured,card,rupay_debit,24445061175174609562202,,KKBK,,30.1705,30.17,5.43,1552.32,,,2026-06-26T04:11:35Z,2026-06-26T04:12:10Z,setl_20260610_gami_0006896,settled
pay_0003091749,acc_quic_00951,order_qui_970878,payment,168.13,INR,captured,upi,upi_intent,26124599112,user597@okaxis,,,2.0176,2.02,0.36,165.75,,,2026-05-04T10:16:24Z,2026-05-04T10:16:38Z,setl_20260619_quic_0001929,settled
pay_0003091843,acc_quic_00306,order_qui_919756,payment,-298.8,INR,refunded,upi,upi_intent,26106716583,user901@okaxis,,,0.0,0.0,0.0,-298.8,,,2026-04-16T05:06:37Z,2026-04-16T05:06:39Z,setl_20260812_kira_0046764,settled_refund
pay_0003091939,acc_d2c__00350,order_d2c_799074,payment,2423.53,INR,captured,card,mastercard_credit,24445065793955457573101,,PUNB,,46.0471,46.05,8.29,2369.19,,,2026-08-04T21:01:10Z,2026-08-04T21:01:36Z,setl_20260628_quic_0022124,settled
pay_0003092048,acc_kira_00543,order_kir_873259,payment,2184.43,INR,captured,upi,upi_collect,26202824296,user959@okaxis,,,17.4754,17.48,3.15,2163.8,,,2026-07-21T05:59:10Z,2026-07-21T05:59:46Z,setl_20260429_d2c__0049482,settled
pay_0003092140,acc_b2b__00193,order_b2b_292738,payment,21778.48,INR,captured,card,visa_credit,24445068717091994289676,,ICIC,,326.6772,326.68,58.8,21393.0,,,2026-04-06T17:19:53Z,2026-04-06T17:20:10Z,setl_20260705_quic_0041273,settled
pay_0003092246,acc_d2c__00236,order_d2c_509467,payment,538.83,INR,captured,upi,upi_collect,26184928688,user901@upi,,,10.2378,10.24,1.84,526.75,,,2026-07-03T14:15:37Z,2026-07-03T14:15:48Z,setl_20260815_gami_0040983,settled
pay_0003092342,acc_quic_00356,order_qui_248330,payment,479.77,INR,captured,upi,upi_collect,26224216857,user705@okaxis,,,5.7572,5.76,1.04,472.97,,,2026-08-12T02:30:33Z,2026-08-12T02:30:44Z,setl_20260419_kira_0040129,settled
pay_0003092435,acc_b2b__00328,order_b2b_875976,payment,18138.32,INR,captured,upi,upi_intent,26221937605,user316@ibl,,,272.0748,272.07,48.97,17817.28,,,2026-08-09T19:28:33Z,2026-08-09T19:29:01Z,setl_20260404_d2c__0007922,settled
pay_0003092542,acc_kira_00027,order_kir_956528,payment,1167.68,INR,captured,upi,upi_intent,26067610817,user874@okhdfcbank,,,9.3414,9.34,1.68,1156.66,,,2026-03-08T14:01:25Z,2026-03-08T14:01:56Z,setl_20260316_edte_0012778,settled
pay_0003092652,acc_d2c__00877,order_d2c_278542,payment,3569.25,INR,captured,upi,upi_intent,26186379312,user420@okhdfcbank,,,67.8157,67.82,12.21,3489.22,,,2026-07-05T16:07:00Z,2026-07-05T16:07:31Z,setl_20260617_gami_0033583,settled
pay_0003092715,acc_d2c__00264,order_d2c_667551,payment,2852.89,INR,captured,upi,upi_intent,26086966430,user393@paytm,,,54.2049,54.2,9.76,2788.93,,,2026-03-27T21:16:02Z,2026-03-27T21:16:21Z,setl_20260611_d2c__0026638,settled
pay_0003092878,acc_quic_00239,order_qui_929126,payment,223.41,INR,captured,upi,upi_collect,26085839687,user400@okaxis,,,2.6809,2.68,0.48,220.25,,,2026-03-26T04:23:52Z,2026-03-26T04:24:20Z,setl_20260801_d2c__0038587,settled
pay_0003092966,acc_b2b__00694,order_b2b_204851,payment,22227.51,INR,captured,netbanking,netbanking_icici,NB_REF_85989283,,ICICI,,333.4126,333.41,60.01,21834.09,,,2026-08-04T01:19:27Z,2026-08-04T01:20:03Z,setl_20260308_gami_0031887,settled
pay_0003093024,acc_d2c__00628,order_d2c_566213,payment,384.73,INR,failed,upi,upi_intent,26071779984,user725@paytm,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,ZM: INVALID_UPI_PIN_ENTERED,2026-03-12T07:04:58Z,,,unbatchable_failed
pay_0003093135,acc_gami_00119,order_gam_201512,payment,1685.94,INR,failed,netbanking,netbanking_icici,NB_REF_24938297,,ICICI,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,OTP_EXPIRED_OR_INCORRECT_2FA,2026-03-22T11:03:02Z,,,unbatchable_failed
pay_0003093241,acc_gami_00705,order_gam_364105,payment,-1290.15,INR,refunded,card,rupay_debit,24445064099681833674426,,YESB,,0.0,0.0,0.0,-1290.15,,,2026-07-04T08:17:24Z,2026-07-04T08:17:26Z,setl_20260709_d2c__0033672,settled_refund
pay_0003093326,acc_edte_00842,order_edt_871984,payment,22060.06,INR,captured,card,mastercard_credit,24445066407731297158059,,PUNB,,485.3213,485.32,87.36,21487.38,,,2026-04-25T12:38:39Z,2026-04-25T12:38:43Z,setl_20260507_kira_0039340,settled
pay_0003093425,acc_gami_00953,order_gam_515415,payment,197.18,INR,failed,upi,upi_intent,26138262549,user731@upi,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,U69: COLLECT_REQUEST_REJECTED_BY_USER,2026-05-18T11:31:51Z,,,unbatchable_failed
pay_0003093522,acc_quic_00402,order_qui_248137,payment,544.27,INR,captured,card,visa_credit,24445069985904554892678,,HDFC,,6.5312,6.53,1.18,536.56,,,2026-05-19T05:10:17Z,2026-05-19T05:10:40Z,setl_20260608_edte_0006707,settled
pay_0003093615,acc_d2c__00393,order_d2c_421458,payment,3755.88,INR,captured,upi,upi_collect,26173921980,user379@paytm,,,71.3617,71.36,12.84,3671.68,,,2026-06-22T13:54:18Z,2026-06-22T13:54:25Z,setl_20260314_edte_0017185,settled
pay_0003093773,acc_gami_00615,order_gam_853762,payment,404.34,INR,captured,upi,upi_collect,26072810236,user788@okicici,,,12.1302,12.13,2.18,390.03,,,2026-03-13T09:40:52Z,2026-03-13T09:41:26Z,setl_20260516_kira_0016785,settled
pay_0003093886,acc_d2c__00111,order_d2c_138887,payment,2717.3,INR,captured,upi,upi_intent,26128679754,user709@paytm,,,51.6287,51.63,9.29,2656.38,,,2026-05-08T12:06:41Z,2026-05-08T12:07:15Z,setl_20260423_quic_0020348,settled
pay_0003093964,acc_d2c__00533,order_d2c_130618,payment,1061.71,INR,captured,upi,upi_intent,26120679614,user308@upi,,,20.1725,20.17,3.63,1037.91,,,2026-04-30T18:17:44Z,2026-04-30T18:18:17Z,setl_20260608_quic_0038712,settled
pay_0003094020,acc_d2c__00665,order_d2c_242257,payment,830.73,INR,captured,upi,upi_intent,26182313216,user770@okhdfcbank,,,15.7839,15.78,2.84,812.11,,,2026-07-01T05:22:43Z,2026-07-01T05:23:22Z,setl_20260514_quic_0044598,settled
pay_0003094166,acc_d2c__00445,order_d2c_520442,payment,282.19,INR,captured,netbanking,netbanking_icici,NB_REF_12839585,,ICICI,,5.3616,5.36,0.96,275.87,,,2026-05-23T16:23:37Z,2026-05-23T16:23:56Z,setl_20260406_kira_0001024,settled
pay_0003094242,acc_quic_00323,order_qui_410956,payment,663.56,INR,captured,upi,upi_collect,26178496065,user160@okaxis,,,7.9627,7.96,1.43,654.17,,,2026-06-27T00:05:57Z,2026-06-27T00:06:23Z,setl_20260711_quic_0028185,settled
pay_0003094397,acc_kira_00944,order_kir_116318,payment,125.86,INR,captured,upi,upi_intent,26198101235,user412@okicici,,,1.0069,1.01,0.18,124.67,,,2026-07-17T03:04:25Z,2026-07-17T03:04:38Z,setl_20260603_gami_0035834,settled
pay_0003094442,acc_d2c__00618,order_d2c_844145,payment,2991.2,INR,captured,upi,upi_intent,26214733368,user934@upi,,,56.8328,56.83,10.23,2924.14,,,2026-08-02T02:45:07Z,2026-08-02T02:45:32Z,setl_20260308_d2c__0000401,settled
pay_0003094582,acc_d2c__00243,order_d2c_144954,payment,3136.13,INR,captured,netbanking,netbanking_icici,NB_REF_75386534,,ICICI,,59.5865,59.59,10.73,3065.81,,,2026-06-02T13:02:36Z,2026-06-02T13:02:45Z,setl_20260429_edte_0007855,settled
pay_0003094695,acc_kira_00206,order_kir_224754,payment,2761.15,INR,captured,card,mastercard_credit,24445068209638459647274,,ICIC,,22.0892,22.09,3.98,2735.08,,,2026-04-18T23:43:18Z,2026-04-18T23:43:21Z,setl_20260622_d2c__0037812,settled
pay_0003094785,acc_quic_00442,order_qui_545097,payment,495.66,INR,captured,upi,upi_intent,26063319893,user833@upi,,,5.9479,5.95,1.07,488.64,,,2026-03-04T19:34:03Z,2026-03-04T19:34:38Z,setl_20260806_quic_0018813,settled
pay_0003094823,acc_b2b__00154,order_b2b_734698,payment,69173.02,INR,failed,wallet,wallet_phonepe,WAL_TXN_84415069,,,phonepe,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,OTP_EXPIRED_OR_INCORRECT_2FA,2026-08-22T03:40:33Z,,,unbatchable_failed
pay_0003094920,acc_edte_00513,order_edt_303152,payment,12475.21,INR,captured,card,visa_credit,24445063374783475697636,,UTIB,,274.4546,274.45,49.4,12151.36,,,2026-07-09T20:43:45Z,2026-07-09T20:44:03Z,setl_20260812_quic_0004869,settled
pay_0003095019,acc_kira_00993,order_kir_459695,payment,3525.66,INR,captured,upi,upi_intent,26190180114,user786@upi,,,28.2053,28.21,5.08,3492.37,,,2026-07-09T17:37:53Z,2026-07-09T17:38:20Z,setl_20260711_edte_0038131,settled
pay_0003095193,acc_quic_00304,order_qui_440191,payment,594.15,INR,captured,upi,upi_intent,26140208859,user625@paytm,,,7.1298,7.13,1.28,585.74,,,2026-05-20T08:43:55Z,2026-05-20T08:44:20Z,setl_20260428_kira_0049327,settled
pay_0003095234,acc_quic_00527,order_qui_826833,payment,185.26,INR,captured,wallet,wallet_paytm,WAL_TXN_40879650,,,paytm,2.2231,2.22,0.4,182.64,,,2026-03-10T09:41:44Z,2026-03-10T09:41:59Z,setl_20260418_kira_0023978,settled
pay_0003095319,acc_d2c__00271,order_d2c_453742,payment,2465.33,INR,captured,upi,upi_intent,26065505013,user891@ybl,,,46.8413,46.84,8.43,2410.06,,,2026-03-06T19:57:05Z,2026-03-06T19:57:29Z,setl_20260519_b2b__0022682,settled
pay_0003095454,acc_gami_00407,order_gam_626362,payment,311.66,INR,captured,upi,upi_intent,26233902884,user347@okhdfcbank,,,9.3498,9.35,1.68,300.63,,,2026-08-21T08:04:11Z,2026-08-21T08:04:45Z,setl_20260604_gami_0035143,settled
pay_0003095549,acc_d2c__00446,order_d2c_202905,payment,3121.19,INR,captured,upi,upi_intent,26065879337,user327@okaxis,,,59.3026,59.3,10.67,3051.22,,,2026-03-06T17:40:27Z,2026-03-06T17:40:34Z,setl_20260326_b2b__0027758,settled
pay_0003095626,acc_b2b__00971,order_b2b_962161,payment,31538.25,INR,captured,upi,upi_intent,26074414876,user538@okaxis,,,473.0737,473.07,85.15,30980.03,,,2026-03-15T04:50:47Z,2026-03-15T04:50:52Z,setl_20260519_edte_0014836,settled
pay_0003095719,acc_quic_00603,order_qui_415917,payment,118.13,INR,captured,upi,upi_intent,26221245569,user421@ybl,,,1.4176,1.42,0.26,116.45,,,2026-08-09T16:57:22Z,2026-08-09T16:57:49Z,setl_20260624_edte_0036720,settled
pay_0003095814,acc_d2c__00809,order_d2c_496377,payment,3198.52,INR,captured,upi,upi_collect,26182318548,user267@ybl,,,60.7719,60.77,10.94,3126.81,,,2026-07-01T10:40:51Z,2026-07-01T10:41:14Z,,pending_batch_post_cutoff
pay_0003095964,acc_d2c__00590,order_d2c_329738,payment,1969.04,INR,captured,upi,upi_intent,26085202189,user489@upi,,,37.4118,37.41,6.73,1924.9,,,2026-03-26T10:53:22Z,2026-03-26T10:53:33Z,setl_20260310_quic_0036987,settled
pay_0003096035,acc_gami_00075,order_gam_435255,payment,290.38,INR,captured,upi,upi_collect,26097317136,user349@okhdfcbank,,,8.7114,8.71,1.57,280.1,,,2026-04-07T03:37:28Z,2026-04-07T03:38:08Z,setl_20260731_gami_0040038,settled
pay_0003096194,acc_d2c__00584,order_d2c_130171,payment,351.79,INR,captured,upi,upi_intent,26102646189,user909@upi,,,6.684,6.68,1.2,343.91,,,2026-04-12T17:17:28Z,2026-04-12T17:18:01Z,setl_20260606_kira_0035257,settled
pay_0003096216,acc_gami_00436,order_gam_675225,payment,870.58,INR,captured,upi,upi_intent,26123494289,user631@paytm,,,26.1174,26.12,4.7,839.76,,,2026-05-03T05:16:52Z,2026-05-03T05:17:32Z,setl_20260418_d2c__0009418,settled
pay_0003096358,acc_d2c__00355,order_d2c_972442,payment,1663.23,INR,captured,netbanking,netbanking_sbi,NB_REF_45799422,,SBI,,31.6014,31.6,5.69,1625.94,,,2026-08-08T05:18:52Z,2026-08-08T05:19:01Z,setl_20260430_d2c__0036390,settled
pay_0003096484,acc_quic_00810,order_qui_161928,payment,787.21,INR,captured,upi,upi_collect,26185436377,user220@upi,,,9.4465,9.45,1.7,776.06,,,2026-07-04T18:18:35Z,2026-07-04T18:18:47Z,setl_20260730_edte_0039362,settled
pay_0003096569,acc_b2b__00101,order_b2b_944202,payment,3489.29,INR,captured,card,visa_credit,24445066657922451193686,,ICIC,,52.3393,52.34,9.42,3427.53,,,2026-07-13T01:27:22Z,2026-07-13T01:27:48Z,setl_20260702_kira_0008069,settled
pay_0003096668,acc_gami_00274,order_gam_268874,payment,951.34,INR,captured,card,rupay_debit,24445066235847343412160,,SBIN,,28.5402,28.54,5.14,917.66,,,2026-04-16T15:34:12Z,2026-04-16T15:34:17Z,setl_20260403_kira_0036842,settled
pay_0003096789,acc_d2c__00786,order_d2c_745803,payment,1351.38,INR,captured,upi,upi_intent,26176181697,user230@okaxis,,,25.6762,25.68,4.62,1321.08,,,2026-06-25T03:13:56Z,2026-06-25T03:14:26Z,setl_20260621_d2c__0006572,settled
pay_0003096828,acc_b2b__00128,order_b2b_526868,payment,38394.72,INR,captured,upi,upi_intent,26178762430,user704@paytm,,,575.9208,575.92,103.67,37715.13,,,2026-06-27T14:37:03Z,2026-06-27T14:37:14Z,setl_20260302_quic_0014923,settled
pay_0003096960,acc_d2c__00148,order_d2c_210691,payment,2972.37,INR,captured,upi,upi_intent,26128878032,user199@upi,,,56.475,56.48,10.17,2905.72,,,2026-05-08T07:24:03Z,2026-05-08T07:24:10Z,,pending_batch_post_cutoff
pay_0003097092,acc_d2c__00350,order_d2c_406046,payment,2596.7,INR,captured,upi,upi_intent,26165568455,user262@okaxis,,,49.3373,49.34,8.88,2538.48,,,2026-06-14T00:04:09Z,2026-06-14T00:04:34Z,setl_20260613_kira_0044936,settled
pay_0003097117,acc_b2b__00486,order_b2b_583893,payment,22479.89,INR,captured,card,rupay_debit,24445062224378466272714,,PUNB,,337.1984,337.2,60.7,22081.99,,,2026-03-30T05:55:42Z,2026-03-30T05:55:59Z,setl_20260704_d2c__0003970,settled
pay_0003097281,acc_kira_00868,order_kir_975192,payment,132.07,INR,captured,card,visa_credit,24445061472636339293049,,KKBK,,1.0566,1.06,0.19,130.82,,,2026-06-02T10:10:45Z,2026-06-02T10:11:16Z,setl_20260728_gami_0047283,settled
pay_0003097397,acc_kira_00114,order_kir_313126,payment,2385.58,INR,captured,upi,upi_intent,26213606470,user220@ybl,,,19.0846,19.08,3.43,2363.07,,,2026-08-01T08:53:17Z,2026-08-01T08:53:35Z,setl_20260722_b2b__0010317,settled
pay_0003097479,acc_d2c__00934,order_d2c_772407,payment,2750.53,INR,captured,upi,upi_collect,26132370230,user252@paytm,,,52.2601,52.26,9.41,2688.86,,,2026-05-12T13:19:17Z,2026-05-12T13:19:39Z,setl_20260827_d2c__0003183,settled
pay_0003097526,acc_quic_00405,order_qui_712428,payment,486.43,INR,captured,upi,upi_intent,26111392038,user624@ybl,,,5.8372,5.84,1.05,479.54,,,2026-04-21T12:10:53Z,2026-04-21T12:11:21Z,setl_20260630_d2c__0024083,settled
pay_0003097643,acc_edte_00156,order_edt_423475,payment,14235.21,INR,captured,wallet,wallet_paytm,WAL_TXN_68865800,,,paytm,313.1746,313.17,56.37,13865.67,,,2026-06-20T21:08:04Z,2026-06-20T21:08:26Z,setl_20260604_d2c__0047204,settled
pay_0003097755,acc_gami_00182,order_gam_716267,payment,1134.35,INR,captured,card,mastercard_credit,24445068944768569120128,,YESB,,34.0305,34.03,6.13,1094.19,,,2026-05-14T19:23:30Z,2026-05-14T19:23:49Z,setl_20260324_d2c__0032653,settled
pay_0003097871,acc_edte_00975,order_edt_138276,payment,18370.13,INR,captured,card,rupay_debit,24445063237236379832540,,PUNB,,404.1429,404.14,72.75,17893.24,,,2026-04-24T07:29:36Z,2026-04-24T07:30:14Z,setl_20260802_quic_0020977,settled
pay_0003097978,acc_d2c__00414,order_d2c_638218,payment,940.55,INR,captured,card,mastercard_credit,24445069638354264797756,,HDFC,,17.8704,17.87,3.22,919.46,,,2026-05-14T13:43:37Z,2026-05-14T13:44:10Z,setl_20260611_b2b__0021967,settled
pay_0003098092,acc_d2c__00470,order_d2c_803865,payment,3193.59,INR,captured,upi,upi_collect,26065642815,user276@okhdfcbank,,,60.6782,60.68,10.92,3121.99,,,2026-03-06T22:48:54Z,2026-03-06T22:49:24Z,setl_20260610_d2c__0046487,settled
pay_0003098179,acc_d2c__00346,order_d2c_507337,payment,-3439.42,INR,refunded,upi,upi_intent,26155937023,user359@upi,,,0.0,0.0,0.0,-3439.42,,,2026-06-04T06:26:27Z,2026-06-04T06:26:29Z,setl_20260524_quic_0014817,settled_refund
pay_0003098292,acc_b2b__00943,order_b2b_372031,payment,48859.62,INR,captured,upi,upi_intent,26148543293,user952@ibl,,,732.8943,732.89,131.92,47994.81,,,2026-05-28T19:13:51Z,2026-05-28T19:13:54Z,setl_20260516_gami_0025148,settled
pay_0003098365,acc_d2c__00236,order_d2c_183833,payment,721.2,INR,captured,card,rupay_debit,24445063084624459377516,,UTIB,,13.7028,13.7,2.47,705.03,,,2026-06-20T21:23:36Z,2026-06-20T21:23:54Z,setl_20260618_gami_0019995,settled
pay_0003098433,acc_quic_00733,order_qui_757365,payment,351.22,INR,captured,upi,upi_intent,26175137134,user821@paytm,,,4.2146,4.21,0.76,346.25,,,2026-06-24T09:38:18Z,2026-06-24T09:38:56Z,setl_20260302_kira_0048830,settled
pay_0003098511,acc_d2c__00145,order_d2c_524176,payment,3765.46,INR,captured,card,rupay_debit,24445064658742953200794,,PUNB,,71.5437,71.54,12.88,3681.04,,,2026-04-16T15:35:02Z,2026-04-16T15:35:26Z,setl_20260729_gami_0004456,settled
pay_0003098622,acc_edte_00859,order_edt_347469,payment,23750.05,INR,failed,upi,upi_collect,26190525254,user962@ybl,,,0.0,0.0,0.0,0.0,GATEWAY_ERROR,U28: PSP_SERVER_TIMED_OUT_OR_UNAVAILABLE,2026-07-09T11:00:56Z,,,unbatchable_failed
pay_0003098792,acc_kira_00114,order_kir_651341,payment,3611.37,INR,captured,card,rupay_debit,24445063442030782356528,,UTIB,,28.891,28.89,5.2,3577.28,,,2026-03-20T01:16:53Z,2026-03-20T01:17:25Z,setl_20260804_d2c__0025811,settled
pay_0003098881,acc_edte_00170,order_edt_541521,payment,7523.37,INR,captured,upi,upi_intent,26109941450,user948@okaxis,,,165.5141,165.51,29.79,7328.07,,,2026-04-19T03:57:14Z,2026-04-19T03:57:37Z,,pending_batch_post_cutoff
pay_0003098985,acc_quic_00681,order_qui_542562,payment,-106.35,INR,refunded,card,rupay_debit,24445061558022335601319,,HDFC,,0.0,0.0,0.0,-106.35,,,2026-08-16T15:58:28Z,2026-08-16T15:58:30Z,setl_20260707_d2c__0016601,settled_refund
pay_0003099040,acc_b2b__00709,order_b2b_413861,payment,60688.77,INR,captured,upi,upi_collect,26155205915,user244@upi,,,910.3315,910.33,163.86,59614.58,,,2026-06-04T19:03:26Z,2026-06-04T19:03:29Z,setl_20260721_gami_0022630,settled
pay_0003099132,acc_edte_00982,order_edt_790162,payment,20267.21,INR,captured,card,rupay_debit,24445067410224912970533,,KKBK,,445.8786,445.88,80.26,19741.07,,,2026-04-24T06:19:38Z,2026-04-24T06:19:57Z,setl_20260702_quic_0044420,settled
pay_0003099285,acc_d2c__00302,order_d2c_991576,payment,1832.82,INR,captured,upi,upi_intent,26109223440,user445@ibl,,,34.8236,34.82,6.27,1791.73,,,2026-04-19T16:26:07Z,2026-04-19T16:26:15Z,setl_20260410_quic_0018400,settled
pay_0003099385,acc_kira_00879,order_kir_598309,payment,2649.72,INR,captured,netbanking,netbanking_icici,NB_REF_39005403,,ICICI,,21.1978,21.2,3.82,2624.7,,,2026-06-26T01:24:16Z,2026-06-26T01:24:25Z,setl_20260720_quic_0012914,settled
pay_0003099490,acc_quic_00912,order_qui_406637,payment,132.16,INR,captured,upi,upi_collect,26236164242,user677@upi,,,1.5859,1.59,0.29,130.28,,,2026-08-24T01:12:42Z,2026-08-24T01:12:50Z,setl_20260320_d2c__0027128,settled
pay_0003099511,acc_d2c__00031,order_d2c_254777,payment,998.88,INR,failed,upi,upi_intent,26124994697,user130@okicici,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,U69: COLLECT_REQUEST_REJECTED_BY_USER,2026-05-04T06:15:46Z,,,unbatchable_failed
pay_0003099687,acc_edte_00711,order_edt_156867,payment,23434.68,INR,captured,upi,upi_intent,26165343395,user757@okaxis,,,515.563,515.56,92.8,22826.32,,,2026-06-14T20:59:42Z,2026-06-14T21:00:12Z,setl_20260518_gami_0013819,settled
pay_0003099728,acc_b2b__00101,order_b2b_944681,payment,-27190.1,INR,refunded,upi,upi_intent,26133500617,user704@ibl,,,0.0,0.0,0.0,-27190.1,,,2026-05-13T20:49:48Z,2026-05-13T20:49:50Z,setl_20260818_quic_0028528,settled_refund
pay_0003099843,acc_d2c__00397,order_d2c_736787,payment,-3575.17,INR,refunded,card,rupay_debit,24445064587164940323874,,HDFC,,0.0,0.0,0.0,-3575.17,,,2026-07-05T17:55:02Z,2026-07-05T17:55:04Z,setl_20260818_quic_0031291,settled_refund
pay_0003099983,acc_d2c__00415,order_d2c_417318,payment,577.07,INR,captured,card,rupay_debit,24445063933532494771198,,HDFC,,10.9643,10.96,1.97,564.14,,,2026-06-02T00:32:34Z,2026-06-02T00:33:04Z,setl_20260531_d2c__0004083,settled
pay_0003100072,acc_quic_00207,order_qui_985458,payment,481.01,INR,captured,card,rupay_debit,24445068238487478474110,,KKBK,,5.7721,5.77,1.04,474.2,,,2026-06-15T01:20:48Z,2026-06-15T01:21:17Z,setl_20260722_d2c__0010252,settled
pay_0003100158,acc_edte_00514,order_edt_159000,payment,-10406.79,INR,refunded,card,rupay_debit,24445066457465416321022,,SBIN,,0.0,0.0,0.0,-10406.79,,,2026-07-12T00:44:58Z,2026-07-12T00:45:00Z,setl_20260725_quic_0047522,settled_refund
pay_0003100260,acc_d2c__00667,order_d2c_498511,payment,1840.54,INR,captured,upi,upi_intent,26201920246,user240@ybl,,,34.9703,34.97,6.29,1799.28,,,2026-07-20T18:20:44Z,2026-07-20T18:21:17Z,setl_20260610_quic_0043970,settled
pay_0003100399,acc_quic_00587,order_qui_649742,payment,118.19,INR,captured,card,visa_credit,24445061061915467719568,,SBIN,,1.4183,1.42,0.26,116.51,,,2026-08-17T08:44:10Z,2026-08-17T08:44:32Z,setl_20260303_d2c__0014800,settled
pay_0003100498,acc_b2b__00632,order_b2b_597570,payment,21870.0,INR,captured,card,mastercard_credit,24445064582232866216861,,PUNB,,328.05,328.05,59.05,21482.9,,,2026-05-20T17:37:34Z,2026-05-20T17:37:42Z,setl_20260522_d2c__0019485,settled
pay_0003100591,acc_kira_00700,order_kir_138294,payment,3296.33,INR,captured,upi,upi_collect,26100863424,user186@okhdfcbank,,,26.3706,26.37,4.75,3265.21,,,2026-04-10T00:33:03Z,2026-04-10T00:33:32Z,setl_20260702_d2c__0043795,settled
